"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"1476",1159606,"4152787","2017","2021","1965","PRIVATE","20","Scarborough Southwest","3101 EGLINTON AVE E","6","68","2021-04-12","82","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","3","4","4","4","4","5","4","4","4","4","4","5","N/A","E2027","43.7413605871","-79.2245308289","326972.31","4844414.202"
"1477",1159607,"4152753","2017","2021","1962","PRIVATE","21","Scarborough Centre","1340 DANFORTH RD","15","173","2021-04-12","86","Evaluation needs to be conducted in 3 years","20","5","4","5","3","4","5","4","5","4","5","3","4","3","5","4","5","5","5","4","4","E2135","43.7434778053","-79.2457468217","325262.778","4844643.98"
"1478",1159608,"4155036","2017","2021","1960","PRIVATE","12","Toronto-St. Paul's","560 OAKWOOD AVE","3","24","2021-04-12","55","Evaluation needs to be conducted in 1 year","15","3","4","5","2","3","2","N/A","3","N/A","N/A","3","2","2","3","2","2","N/A","3","2","N/A","S1222","43.693346722","-79.4414872013","309501.192","4839045.059"
"1479",1159609,"4156429","2017","2021","1971","TCHC","17","Don Valley North","5 BRAHMS AVE","13","178","2021-04-12","73","Evaluation needs to be conducted in 2 years","18","4","4","4","2","4","3","4","3","4","N/A","3","4","4","3","4","4","4","4","4","N/A","N1722","43.7927282049","-79.3578376974","316225.415","4850094.01"
"1480",1159610,"4152755","2017","2021","1963","PRIVATE","21","Scarborough Centre","1360 DANFORTH RD","15","172","2021-04-12","76","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","5","4","3","3","N/A","3","3","2","5","3","3","5","5","3","3","E2135","43.7449758249","-79.2454449948","325286.581","4844810.473"
"1481",1159611,"4152754","2017","2021","1965","PRIVATE","21","Scarborough Centre","1350 DANFORTH RD","15","225","2021-04-12","89","Evaluation needs to be conducted in 3 years","19","5","4","5","4","4","5","5","5","4","4","4","4","5","5","4","4","5","5","4","N/A","E2135","43.7442742179","-79.2459714921","325244.414","4844732.401"
"1482",1159612,"4153696","2017","2021","1984","TCHC","19","Beaches-East York","11 NEWBOLD AVE","4","21","2021-04-09","76","Evaluation needs to be conducted in 2 years","16","4","3","5","3","3","4","N/A","3","N/A","N/A","3","5","5","4","4","4","5","3","3","N/A","S1934","43.674947932","-79.317603815","319491.665","4837016.428"
"1483",1159613,"4153707","2017","2021","1954","TCHC","19","Beaches-East York","320 KINGSTON RD","3","39","2021-04-09","59","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","5","N/A","N/A","3","2","2","3","3","3","4","2","2","N/A","S1935","43.6747928439","-79.3073203588","320321.163","4837000.094"
"1484",1159614,"4155611","2017","2021","1956","TCHC","19","Beaches-East York","59 EDGEWOOD AVE","4","53","2021-04-09","66","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","4","N/A","3","3","3","4","4","4","3","3","4","N/A","4","2","3","S1937","43.6716543566","-79.3130970785","319856.144","4836650.363"
"1485",1159615,"4155612","2017","2021","1956","TCHC","19","Beaches-East York","93 EDGEWOOD AVE","4","43","2021-04-09","60","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","3","3","3","3","3","3","3","3","3","N/A","3","3","N/A","S1937","43.6725576536","-79.314197336","319767.198","4836750.522"
"1486",1159616,"4153385","2017","2021","1979","TCHC","10","Spadina-Fort York","25 HENRY LANE TER","6","196","2021-04-09","72","Evaluation needs to be conducted in 2 years","17","3","3","5","3","4","4","3","3","3","N/A","3","3","5","4","4","4","3","4","N/A","N/A","S1038","43.6475652439","-79.3702118147","315257.886","4833963.232"
"1487",1159617,"4153120","2017","2021","1987","TCHC","10","Spadina-Fort York","25 BISHOP TUTU BLVD","10","119","2021-04-09","84","Evaluation needs to be conducted in 2 years","18","5","4","5","4","5","4","4","4","4","N/A","4","4","5","4","4","4","4","5","3","N/A","S1035","43.635725128","-79.399857548","312873.219","4832658.333"
"1488",1159618,"4152829","2017","2021","1971","TCHC","24","Scarborough-Guildwood","50 TUXEDO CRT","15","378","2021-04-09","83","Evaluation needs to be conducted in 2 years","19","4","4","4","4","3","5","4","5","4","N/A","3","5","5","5","3","4","4","4","4","5","E2422","43.7808585866","-79.2318241185","326370.759","4848800.317"
"1489",1159619,"4153124","2017","2021","1988","TCHC","10","Spadina-Fort York","679 QUEENS QUAY W","6","106","2021-04-09","84","Evaluation needs to be conducted in 2 years","17","4","4","5","4","5","4","5","4","4","N/A","4","4","5","4","4","3","4","4","N/A","N/A","S1035","43.634496448","-79.39997992","312854.726","4832511.104"
"1490",1159620,"4153058","2017","2021","1930","PRIVATE","04","Parkdale-High Park","1585 BLOOR ST W","3","48","2021-04-08","71","Evaluation needs to be conducted in 2 years","15","3","4","4","3","3","3","N/A","4","N/A","3","4","3","5","3","4","4","N/A","3","N/A","N/A","S0432","43.655531643","-79.454594071","308446.68","4834844.344"
"1491",1159621,"4153022","2017","2021","1953","TCHC","04","Parkdale-High Park","3 LAXTON AVE","8","42","2021-04-07","77","Evaluation needs to be conducted in 2 years","18","4","4","5","3","3","3","4","4","3","N/A","4","5","5","3","4","4","4","3","4","N/A","S0436","43.6391465077","-79.4377377181","309807.939","4833023.91"
"1492",1159622,"4153103","2017","2021","1973","PRIVATE","09","Davenport","1011 LANSDOWNE AVE","21","352","2021-03-04","57","Evaluation needs to be conducted in 1 year","18","2","3","4","3","3","3","3","3","2","N/A","2","4","2","3","2","3","3","3","3","N/A","S0930","43.6672554091","-79.4464193523","309105.454","4836146.163"
"1493",1159623,"4476597","2018","2021","1925","PRIVATE","19","Beaches-East York","983 KINGSTON RD","3","14","2021-01-08","74","Evaluation needs to be conducted in 2 years","14","4","3","4","4","4","4","N/A","4","N/A","N/A","3","4","5","3","3","4","N/A","3","N/A","N/A","S1940","43.6803491973","-79.2863444941","322010.985","4837621.499"
"1494",1159624,"4154834","2017","2020","1968","PRIVATE","17","Don Valley North","20 GODSTONE RD","15","174","2020-12-23","81","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","4","3","4","4","N/A","4","4","5","4","4","4","4","4","5","3","N1727","43.7806384694","-79.3474983213","317059.926","4848752.364"
"1495",1159625,"4154856","2017","2020","1950","PRIVATE","16","Don Valley East","76 BARTLEY DR","3","10","2020-12-23","77","Evaluation needs to be conducted in 2 years","15","4","4","4","4","3","4","N/A","4","N/A","N/A","3","5","5","4","4","3","N/A","4","3","N/A","N1631","43.722668083","-79.306350662","320386.727","4842320.003"
"1496",1159626,"4154205","2017","2020","1965","PRIVATE","15","Don Valley West","1903 BAYVIEW AVE","5","27","2020-12-23","73","Evaluation needs to be conducted in 2 years","19","4","4","4","4","3","4","3","3","3","4","3","4","5","3","4","4","4","3","3","N/A","N1529","43.7157230263","-79.377538515","314652.469","4841536.636"
"1497",1159627,"4156791","2017","2020","1960","PRIVATE","16","Don Valley East","876 LAWRENCE AVE E","3","12","2020-12-23","81","Evaluation needs to be conducted in 2 years","16","4","5","5","4","3","4","N/A","4","N/A","N/A","4","3","5","4","4","4","4","4","4","N/A","N1623","43.736202426","-79.34939102","316916.219","4843816.4"
"1498",1159628,"4154800",NA,"2020","1960","PRIVATE","16","Don Valley East","874 LAWRENCE AVE E","3","12","2020-12-23","73","Evaluation needs to be conducted in 2 years","16","4","3","4","2","3","3","N/A","5","N/A","N/A","3","3","5","3","4","4","4","4","4","N/A","N1623","43.7361423501","-79.3497718848","316885.812","4843808.714"
"1499",1159629,"4154857","2017","2020","1962","PRIVATE","16","Don Valley East","80 BARTLEY DR","3","10","2020-12-23","73","Evaluation needs to be conducted in 2 years","15","3","4","4","3","3","4","N/A","4","N/A","N/A","3","3","5","4","4","3","N/A","4","4","N/A","N1631","43.722615158","-79.306619676","320365.066","4842314.073"
"1500",1159630,"4153919",NA,"2020","1928","PRIVATE","12","Toronto-St. Paul's","7 WALMSLEY BLVD","4","15","2020-12-22","73","Evaluation needs to be conducted in 2 years","16","4","4","4","3","4","3","N/A","4","N/A","4","4","4","5","3","3","3","N/A","3","3","N/A","S1232","43.692663927","-79.3973259391","313061.182","4838972.671"
"1501",1159631,"4250602","2017","2020","1938","PRIVATE","12","Toronto-St. Paul's","26 TICHESTER RD","4","32","2020-12-22","74","Evaluation needs to be conducted in 2 years","14","4","4","5","4","2","3","N/A","4","N/A","N/A","2","5","5","3","4","3","N/A","4","N/A","N/A","S1230","43.685882132","-79.418348616","311366.946","4838218.303"
"1502",1159632,"4246916","2017","2020","1967","PRIVATE","15","Don Valley West","300 EGLINTON AVE E","15","96","2020-12-22","91","Evaluation needs to be conducted in 3 years","19","5","3","5","4","5","5","5","5","5","5","4","5","5","5","3","4","5","5","3","N/A","N1537","43.7089250869","-79.3890965678","313722.169","4840780.139"
"1503",1159633,"4830483","2020","2020","2019","PRIVATE","10","Spadina-Fort York","39 NIAGARA ST","18","501","2020-12-22","97","Evaluation needs to be conducted in 3 years","18","5","5","5","4","N/A","5","4","5","5","N/A","5","4","5","5","5","5","5","5","5","5","S1032","43.641973379","-79.400777803","312766.443","4833331.455"
"1504",1159634,"4288751",NA,"2020","1918","PRIVATE","12","Toronto-St. Paul's","1383 BATHURST ST","3","30","2020-12-22","71","Evaluation needs to be conducted in 2 years","14","4","4","4","3","3","3","N/A","4","N/A","N/A","4","3","5","3","4","3","N/A","3","N/A","N/A","S1236","43.6807035895","-79.4169896238","311477.346","4837642.107"
"1505",1159635,"4154953","2017","2020","1959","PRIVATE","12","Toronto-St. Paul's","1516 BATHURST ST","6","42","2020-12-22","69","Evaluation needs to be conducted in 2 years","18","3","4","5","3","3","3","N/A","3","3","4","3","4","5","3","2","3","4","3","4","N/A","S1229","43.6847612919","-79.4193183625","311289.144","4838092.746"
"1506",1159636,"4155058","2017","2020","1960","PRIVATE","08","Eglinton-Lawrence","1090 ROSELAWN AVE","5","62","2020-12-22","74","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","3","3","4","3","N/A","3","3","5","4","3","4","5","4","3","N/A","N0831","43.7009028087","-79.449149194","308883.057","4839884.115"
"1507",1159637,"4155607","2017","2020","1960","TCHC","14","Toronto-Danforth","1615 DUNDAS ST E","4","81","2020-12-22","66","Evaluation needs to be conducted in 2 years","16","4","3","3","3","N/A","3","3","5","N/A","N/A","3","3","3","3","3","3","5","3","3","N/A","S1438","43.6665389642","-79.3280634035","318650.451","4836079.491"
"1508",1159638,"4155010","2017","2020","1958","PRIVATE","12","Toronto-St. Paul's","460 WINONA DR","5","55","2020-12-22","72","Evaluation needs to be conducted in 2 years","18","4","4","5","2","3","3","N/A","4","4","3","3","3","5","4","3","3","4","4","4","N/A","S1222","43.6890952984","-79.4358713128","309954.256","4838573.079"
"1509",1159639,"4153659","2017","2020","1974","TCHC","14","Toronto-Danforth","145 STRATHMORE BLVD","14","350","2020-12-22","82","Evaluation needs to be conducted in 2 years","19","3","3","5","5","5","5","5","5","5","N/A","3","3","5","3","5","3","5","3","3","4","S1427","43.6815994878","-79.3340244095","318166.408","4837751.63"
"1510",1159640,"4250590","2017","2020","2002","SOCIAL HOUSING","14","Toronto-Danforth","1117 DANFORTH AVE","3","26","2020-12-21","67","Evaluation needs to be conducted in 2 years","15","3","3","3","3","3","4","N/A","4","N/A","N/A","3","3","2","3","4","4","N/A","3","N/A","5","S1431","43.6807944237","-79.3340917426","318161.157","4837662.183"
"1511",1159641,"4153448","2017","2020","1990","SOCIAL HOUSING","13","Toronto Centre","70 PEMBROKE ST","3","15","2020-12-21","67","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","4","N/A","3","N/A","N/A","3","3","5","3","3","3","3","3","N/A","N/A","S1328","43.6585068285","-79.3728346452","315041.226","4835180.667"
"1512",1159642,"4153569","2017","2020","1988","SOCIAL HOUSING","13","Toronto Centre","223 SHERBOURNE ST","6","60","2020-12-21","72","Evaluation needs to be conducted in 2 years","17","3","3","4","3","3","4","3","3","5","N/A","3","3","5","4","3","4","N/A","4","N/A","4","S1329","43.6582200015","-79.3706451728","315217.87","4835149.078"
"1513",1159643,"4155122","2017","2020","1983","TCHC","05","York South-Weston","30 DENARDA ST","15","255","2020-12-21","74","Evaluation needs to be conducted in 2 years","18","4","4","5","3","3","4","3","3","4","N/A","3","3","5","4","4","4","4","4","3","N/A","W0531","43.68924906","-79.4925042867","305388.692","4838588.272"
"1514",1159644,"4273905","2017","2020","1930","PRIVATE","14","Toronto-Danforth","575 PAPE AVE","3","17","2020-12-21","80","Evaluation needs to be conducted in 2 years","14","5","3","5","5","4","5","N/A","5","N/A","N/A","3","3","5","3","4","3","N/A","3","N/A","N/A","S1430","43.6750307641","-79.3429590796","317447.438","4837020.51"
"1515",1159645,"4288768","2017","2020","1967","SOCIAL HOUSING","14","Toronto-Danforth","444 LOGAN AVE","22","159","2020-12-21","78","Evaluation needs to be conducted in 2 years","20","5","3","3","3","3","5","4","3","4","5","3","4","3","4","4","3","5","5","4","5","S1434","43.6653627805","-79.3448533882","317296.687","4835946.155"
"1516",1159646,"4153952","2017","2020","1968","PRIVATE","08","Eglinton-Lawrence","600 EGLINTON AVE W","6","60","2020-12-20","72","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","3","N/A","3","3","3","4","4","5","3","3","4","3","4","N/A","N/A","N0833","43.7028276232","-79.4182269632","311375.237","4840099.988"
"1517",1159647,"4233261","2017","2020","2017","PRIVATE","13","Toronto Centre","252 VICTORIA ST","37","337","2020-12-20","99","Evaluation needs to be conducted in 3 years","19","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","N/A","S1332","43.6555316158","-79.3796504361","314491.984","4834849.351"
"1518",1159648,"4153436","2017","2020","1885","PRIVATE","13","Toronto Centre","95 PEMBROKE ST","3","19","2020-12-20","80","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","4","N/A","3","N/A","N/A","4","4","5","4","4","3","N/A","4","4","N/A","S1328","43.6595601379","-79.3726424934","315056.547","4835297.718"
"1519",1159649,"4152562","2018","2020","1932","PRIVATE","20","Scarborough Southwest","3010 QUEEN ST E","4","16","2020-12-19","92","Evaluation needs to be conducted in 3 years","15","5","5","4","5","3","5","N/A","4","N/A","N/A","5","5","5","4","5","5","N/A","5","4","N/A","E2033","43.6754799628","-79.2772204699","322748.047","4837082.469"
"1520",1159650,"4152607","2018","2020","1955","PRIVATE","20","Scarborough Southwest","1075 VICTORIA PARK AVE","3","18","2020-12-19","72","Evaluation needs to be conducted in 2 years","15","3","4","4","3","4","3","N/A","4","N/A","N/A","3","2","5","3","4","4","N/A","4","4","N/A","E2028","43.7075785212","-79.2951531755","321293.323","4840644.802"
"1521",1159651,"4156579","2017","2020","1967","PRIVATE","16","Don Valley East","1202 YORK MILLS RD","22","219","2020-12-19","83","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","4","3","4","4","3","4","5","5","4","4","4","4","4","5","N/A","N1622","43.7606174266","-79.3350540559","318065.974","4846530.005"
"1522",1159652,"4156580","2017","2020","1967","PRIVATE","16","Don Valley East","1200 YORK MILLS RD","16","222","2020-12-19","83","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","4","3","4","4","3","4","5","5","4","4","4","4","4","5","N/A","N1622","43.759658618","-79.3350153122","318069.302","4846423.49"
"1523",1159653,"4154510",NA,"2020","1957","PRIVATE","08","Eglinton-Lawrence","32 WASDALE CRES","3","10","2020-12-19","67","Evaluation needs to be conducted in 2 years","17","3","3","3","3","3","3","N/A","4","N/A","3","3","3","4","4","3","4","4","4","3","N/A","N0823","43.7308261841","-79.4370615952","309854.86","4843209.136"
"1524",1159654,"4457114","2019","2020","1953","PRIVATE","19","Beaches-East York","1161 O'CONNOR DR","3","11","2020-12-18","75","Evaluation needs to be conducted in 2 years","15","2","3","2","4","4","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","S1924","43.7119832675","-79.307464316","320300.026","4841131.821"
"1525",1159655,"4154664","2017","2020","1960","PRIVATE","08","Eglinton-Lawrence","3635 BATHURST ST","4","19","2020-12-18","74","Evaluation needs to be conducted in 2 years","17","4","4","4","2","3","4","N/A","4","4","N/A","3","4","5","4","4","4","4","3","3","N/A","N0824","43.7333899444","-79.4327147932","310204.804","4843494.231"
"1526",1159656,"4154521","2018","2020","1958","PRIVATE","08","Eglinton-Lawrence","3638 BATHURST ST","7","48","2020-12-18","79","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","4","4","5","N/A","5","5","5","2","4","3","3","3","3","N/A","N0823","43.73338951","-79.4335900368","310168.085","4843485.155"
"1527",1159657,"4152736","2017","2020","1976","PRIVATE","21","Scarborough Centre","1191 ELLESMERE RD","4","27","2020-12-18","79","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","3","4","4","5","N/A","4","3","5","3","4","4","4","4","3","N/A","E2129","43.7678832058","-79.2689051432","323390.009","4847349.898"
"1528",1159658,"4250600","2017","2020","1938","PRIVATE","12","Toronto-St. Paul's","22 TICHESTER RD","4","32","2020-12-18","79","Evaluation needs to be conducted in 2 years","15","3","4","5","4","3","4","N/A","4","N/A","4","3","4","5","4","4","4","N/A","4","N/A","N/A","S1230","43.68592338","-79.418139695","311383.785","4838222.902"
"1529",1159659,"4154505","2017","2020","1957","PRIVATE","08","Eglinton-Lawrence","8 WASDALE CRES","3","10","2020-12-18","80","Evaluation needs to be conducted in 2 years","16","3","4","4","4","4","3","N/A","5","N/A","N/A","4","5","5","4","4","3","4","4","4","N/A","N0823","43.7312468474","-79.4350947761","310013.27","4843255.994"
"1530",1159660,"4152735","2017","2020","1976","PRIVATE","21","Scarborough Centre","1181 ELLESMERE RD","4","32","2020-12-18","75","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","4","3","4","5","4","4","3","5","3","4","4","2","4","3","N/A","E2129","43.7677705406","-79.2692020399","323366.141","4847337.315"
"1531",1159661,"4155357","2018","2020","1963","PRIVATE","02","Etobicoke Centre","38 DIXINGTON CRES","10","111","2020-12-18","77","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","4","4","3","4","3","4","5","4","3","4","4","4","4","4","N/A","W0223","43.69652256","-79.540704306","301503.157","4839398.193"
"1532",1159662,"4152723","2017","2020","1984","PRIVATE","21","Scarborough Centre","3 GLAMORGAN AVE","10","139","2020-12-18","73","Evaluation needs to be conducted in 2 years","19","3","4","4","4","2","4","2","3","5","3","3","5","5","4","4","4","3","3","4","N/A","E2123","43.768435059","-79.282623224","322289.892","4847418.925"
"1533",1159663,"4152724","2017","2020","1974","PRIVATE","21","Scarborough Centre","5 GLAMORGAN AVE","10","140","2020-12-18","69","Evaluation needs to be conducted in 2 years","20","4","4","4","2","4","4","3","3","3","3","3","5","5","3","3","3","3","3","3","4","E2123","43.7684659782","-79.2836448552","322203.161","4847411.454"
"1534",1159664,"4273164","2017","2020","1960","PRIVATE","14","Toronto-Danforth","133 GAMBLE AVE","4","27","2020-12-18","78","Evaluation needs to be conducted in 2 years","16","3","4","4","4","4","4","N/A","4","N/A","N/A","3","4","5","4","4","4","4","4","3","N/A","S1422","43.690334748","-79.347960768","317040.769","4838720.926"
"1535",1159665,"4594874","2019","2020","2019","PRIVATE","24","Scarborough-Guildwood","40 MEADOWGLEN PL","17","146","2020-12-18","92","Evaluation needs to be conducted in 3 years","20","5","5","4","4","3","5","3","5","5","4","4","5","5","5","5","5","5","5","5","5","E2426",NA,NA,"326505.793","4848140.502"
"1536",1159666,"4154513","2018","2020","1956","PRIVATE","08","Eglinton-Lawrence","66 WASDALE CRES","3","13","2020-12-18","53","Evaluation needs to be conducted in 1 year","17","2","2","1","3","3","3","N/A","5","N/A","3","2","2","5","2","2","2","3","2","3","N/A","N0823","43.7306506832","-79.4380380638","309776.21","4843189.578"
"1537",1159667,"4155049","2017","2020","1960","PRIVATE","08","Eglinton-Lawrence","822 ROSELAWN AVE","9","56","2020-12-17","81","Evaluation needs to be conducted in 2 years","17","4","4","4","4","3","4","N/A","4","5","N/A","4","4","5","4","4","4","5","4","3","N/A","N0831","43.7028418981","-79.4393754591","309670.698","4840100.068"
"1538",1159668,"4153078",NA,"2020","1932","PRIVATE","09","Davenport","301 LANSDOWNE AVE","5","35","2020-12-17","83","Evaluation needs to be conducted in 2 years","15","5","5","5","4","3","4","N/A","4","N/A","N/A","4","5","4","4","4","4","N/A","4","3","N/A","S0933","43.6507303054","-79.4393963324","309673.184","4834310.706"
"1539",1159669,"4155050","2017","2020","1965","PRIVATE","08","Eglinton-Lawrence","836 ROSELAWN AVE","3","26","2020-12-17","73","Evaluation needs to be conducted in 2 years","16","3","4","3","3","4","3","N/A","4","N/A","N/A","3","4","5","2","4","4","4","4","4","N/A","N0831","43.702756083","-79.4397938426","309636.983","4840090.505"
"1540",1159670,"4155047","2017","2020","1959","PRIVATE","08","Eglinton-Lawrence","837 ROSELAWN AVE","7","39","2020-12-17","88","Evaluation needs to be conducted in 3 years","18","5","5","5","4","4","4","N/A","4","5","4","4","4","5","4","5","4","5","4","4","N/A","N0831","43.7022933387","-79.4396596089","309647.839","4840039.109"
"1541",1159671,"4155773","2017","2020","1966","PRIVATE","16","Don Valley East","100 ROWENA DR","12","248","2020-12-17","80","Evaluation needs to be conducted in 2 years","18","4","4","4","3","5","3","3","4","4","N/A","4","5","5","3","4","4","4","4","5","N/A","N1625","43.7517238195","-79.3143707442","319733.599","4845545.465"
"1542",1159672,"4152720","2017","2020","1950","PRIVATE","21","Scarborough Centre","1555 BIRCHMOUNT RD","6","46","2020-12-17","79","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","3","N/A","5","5","N/A","4","4","5","4","3","3","4","3","3","N/A","E2128","43.7606277472","-79.289722515","321716.055","4846539.39"
"1543",1159673,"4154181","2018","2020","1953","PRIVATE","15","Don Valley West","1295 BAYVIEW AVE","4","19","2020-12-17","88","Evaluation needs to be conducted in 3 years","16","5","3","5","5","4","5","N/A","4","N/A","5","5","4","5","3","4","5","N/A","3","5","N/A","N1535","43.6978411603","-79.3717629159","315120.979","4839550.775"
"1544",1159674,"4154182","2018","2020","1953","PRIVATE","15","Don Valley West","1299 BAYVIEW AVE","4","19","2020-12-17","80","Evaluation needs to be conducted in 2 years","16","5","3","5","5","4","5","N/A","3","N/A","3","5","3","4","3","3","5","N/A","3","5","N/A","N1535","43.6980343959","-79.3718344399","315115.179","4839572.236"
"1545",1159675,"4250538","2017","2020","1960","PRIVATE","13","Toronto Centre","414 JARVIS ST","4","35","2020-12-17","72","Evaluation needs to be conducted in 2 years","15","4","3","5","4","3","3","N/A","3","N/A","N/A","4","5","5","3","3","3","3","3","N/A","N/A","S1326","43.664772523","-79.3781317195","314612.964","4835876.128"
"1546",1159676,"4152655","2017","2020","1959","PRIVATE","21","Scarborough Centre","1817 VICTORIA PARK AVE","4","36","2020-12-17","76","Evaluation needs to be conducted in 2 years","18","4","4","4","4","3","4","N/A","4","3","3","4","4","3","4","4","4","4","4","4","N/A","E2126","43.7433324856","-79.3097740889","320105.92","4844614.079"
"1547",1159677,"4152660","2017","2020","1960","PRIVATE","21","Scarborough Centre","1911 VICTORIA PARK AVE","7","91","2020-12-17","67","Evaluation needs to be conducted in 2 years","19","3","4","4","2","3","4","3","3","4","4","3","4","3","3","3","3","4","4","3","N/A","E2126","43.7475988109","-79.3111844084","319991.247","4845087.78"
"1548",1159678,"4152602","2019","2020","1960","PRIVATE","20","Scarborough Southwest","1043 VICTORIA PARK AVE","3","11","2020-12-17","70","Evaluation needs to be conducted in 2 years","16","4","4","3","4","3","4","N/A","4","N/A","4","4","3","5","3","3","2","N/A","4","2","N/A","E2028","43.70565801","-79.2942743706","321364.674","4840431.61"
"1549",1159679,"4152650","2017","2020","1961","PRIVATE","21","Scarborough Centre","1765 VICTORIA PARK AVE","7","67","2020-12-17","75","Evaluation needs to be conducted in 2 years","19","4","4","4","4","3","4","5","3","4","4","4","3","5","4","3","3","2","4","4","N/A","E2131","43.7402910045","-79.3084921125","320209.95","4844276.428"
"1550",1159680,"4484430","2019","2020","1954","PRIVATE","14","Toronto-Danforth","39 TORRENS AVE","3","28","2020-12-17","73","Evaluation needs to be conducted in 2 years","16","3","4","4","3","3","4","N/A","3","N/A","N/A","3","4","3","4","4","4","4","4","4","N/A","S1421","43.6903808073","-79.3529674197","316637.436","4838724.394"
"1551",1159681,"4154104","2017","2020","1950","PRIVATE","14","Toronto-Danforth","257 TORRENS AVE","3","17","2020-12-17","84","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","4","N/A","5","3","5","5","4","4","4","N/A","5","4","N/A","S1422","43.6923348201","-79.3435916097","317392.816","4838942.809"
"1552",1159682,"4154197","2017","2020","1958","PRIVATE","15","Don Valley West","31 BRENTCLIFFE RD","4","16","2020-12-17","69","Evaluation needs to be conducted in 2 years","15","3","3","5","4","3","5","N/A","3","N/A","N/A","3","3","3","3","4","4","N/A","3","3","N/A","N1529","43.7152123355","-79.3596903826","316090.745","4841482.152"
"1553",1159683,"4152708","2017","2020","1954","PRIVATE","21","Scarborough Centre","831 KENNEDY RD","6","50","2020-12-17","81","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","4","3","4","5","4","4","4","4","4","4","N/A","E2133","43.7359936436","-79.2687949142","323408.724","4843807.13"
"1554",1159684,"4154188","2018","2020","1956","PRIVATE","15","Don Valley West","18 KENRAE RD","3","13","2020-12-17","86","Evaluation needs to be conducted in 3 years","17","5","5","5","5","4","5","N/A","5","N/A","3","3","3","5","5","3","4","5","5","3","N/A","N1531","43.704897465","-79.361903925","315914.058","4840336.839"
"1555",1159685,"4152715","2017","2020","1960","PRIVATE","21","Scarborough Centre","2260 LAWRENCE AVE E","5","26","2020-12-17","83","Evaluation needs to be conducted in 2 years","18","4","5","4","5","3","5","N/A","5","3","4","5","4","5","3","4","4","4","4","4","N/A","E2128","43.749400376","-79.2779437479","322667.789","4845294.552"
"1556",1159686,"4155568","2017","2020","1971","TCHC","21","Scarborough Centre","7 GLAMORGAN AVE","12","196","2020-12-17","76","Evaluation needs to be conducted in 2 years","19","4","4","4","3","3","3","4","4","4","N/A","4","4","4","4","4","4","4","4","3","4","E2123","43.7677640295","-79.2844534267","322138.266","4847333.299"
"1557",1159687,"4152731","2017","2020","1961","PRIVATE","21","Scarborough Centre","4 TREEWOOD ST","7","82","2020-12-17","79","Evaluation needs to be conducted in 2 years","16","3","4","4","4","3","4","N/A","3","4","N/A","4","5","5","4","4","4","N/A","4","4","N/A","E2129","43.7542817495","-79.2640565707","323784.661","4845839.897"
"1558",1159688,"4152661","2017","2020","1965","PRIVATE","21","Scarborough Centre","5 LYNVALLEY CRES","7","92","2020-12-17","77","Evaluation needs to be conducted in 2 years","19","3","4","5","3","4","4","3","4","3","4","4","4","3","4","4","4","4","4","5","N/A","E2126","43.7477409974","-79.3106514144","320034.137","4845103.674"
